abnormal,অস্বাভাবিক
shortsightedness,অদূরদর্শিতা
showdown,চরম পরীক্ষা
shrew,কলহপ্রি় স্ত্রীলোক
shriek,তীক্ষ্ন চিতকার করা
shrill,উগ্র
shrivel,কোঁচকান
shroud,আবরণ
shrouded,আবৃত
shrug,ঝিঁকা দেত্তয়া
shun,পরিহার করা
sick,অসুস্থ
sicken,পীড়িত করান
sickening,বিরক্তিকর
sickly,দুর্বল
sickness,অসুস্থতা
sidetrack,উপপথ
sidetracked,বিক্ষিপ্ত
siege,নিরোধ
silly,নিরীহ
simplistic,সরল
simplistically,সরলভাবে
sin,পাপ
sinful,পাপিষ্ঠ
sinfully,পাপ পন্থায়
sinister,অশুভ
sink,ডুবা
sinking,ডুবন্ত
skeletons,কঙ্কাল
skeptic,সন্দেহবাদী
skeptical,সন্দেহপ্রবণ
skeptically,সন্দেহের চোখে
skepticism,সংশয়বাদ
sketchy,অসম্পূর্ণ
skimpy,যতসামান্য
skinny,চর্মসার
skittish,ভীতু
skulk,কাজ এড়ান
slack,ঢিলা
slander,অপবাদ
slanderer,পরনিন্দক
slanderous,অসূয়াপূর্ন
slanders,অপবাদ
slap,চড়
slaughter,বধ
slaughtered,জবাই
slave,ক্রীতদাস
slaves,ক্রীতদাসদের
sleazy,পাতলা
slime,পাঁক
slog,জোরে আঘাত
sloppy,পঙ্কিল
sloth,আলস্য
slothful,অলস
slow,ধীর
slowmoving,ধীরে চলাচল
slowed,মন্থর
slower,ধীর
slowest,ধীরতম
slowly,ধীরে ধীরে
slug,স্লাগ্
sluggish,মন্দ
slump,অতিমন্দা
slur,কলঙ্ক
slut,বেশ্যা
sluts,পোঁদ
sly,সেয়ানা
smack,তীক্ষ্নভাবে
smash,সম্পূর্ণ ধ্বংস
smear,মলা
smell,গন্ধ
smelled,গন্ধ পাই
smelling,ঘ্রাণ
smells,গন্ধ পাচ্ছি
smelly,দুর্গন্ধযুক্ত
smelt,স্মেল্ট
smoke,ধোঁয়া
smokescreen,ধুঁয়ার
smolder,ধূমায়িত
smoldering,ধিকিধিকি
smother,ধূম
smudge,নোংরা দাগ
smudges,ময়লা দাগগুলি
smug,ফিটফাট
smut,কালিঝুলি
smutty,অশ্লীল
snag,অপ্রত্যাশিত বাধা
snags,যান্ত্রিক ত্রুটির কারণে ধামরাইয়ে
snappish,আকস্মিক
snare,ফাঁদ
snarl,খেঁক করা
sneak,ছিঁচকে চোর
sneaky,গোপন
sneer,টিটকারি
sneering,বিদ্রূপভাবে
snob,স্নোব
snobbish,ঠেকারে
snub,তিরস্কার
soapy,তোষামোদপূর্ণ
sob,ফোঁপানি
sober,প্রশান্ত
sobering,গুরুগম্ভীর
solemn,জাঁকজমকপূর্ণ
solicitude,উতরান
somber,অন্ধকারাচ্ছন্ন
sore,কালশিটে
sorely,কঠোরভাবে
soreness,বেদনা
sorrow,দু: খ
sorrowful,দু: খিত
sorry,দুঃখিত
sour,টক
spade,কোদাল
spank,পাছায় বড় মারা
spew,বমি
spilling,কেন্দ্রে সংঘাত ছড়িয়ে পরেছে
spinster,চিরকুমারী
spiritless,নির্জীব
spite,বিদ্বেষ
spiteful,হিংসক
spitefully,সঙ্গে দুর্ব্যবহার
spitefulness,কুঁজড়াপনা
splatter,তড়বড় করে
split,বিভক্ত করা
splitting,বিদারক
spoil,লুণ্ঠন
spoilage,খাবারের পচন
spoiled,পয়মাল
spoils,জঞ্জাল
spook,ভূত
spooky,ভুতুরে
sporadic,বিক্ষিপ্ত
spotty,তিলকিত
spurious,কৃত্রিম
spurn,লাথি মারা
sputter,থুতু ফেলা
squabble,উচ্চকণ্ঠে ঝগড়া করা
squander,ফুঁকা
squash,স্কোয়াশ
squeak,চিঁ-চিঁ শব্দ
squeal,নালিশ করা
stab,ছুরিকাঘাত
stagnant,বদ্ধ
stagnate,স্থির হত্তয়া
stagnation,স্তম্ভ
staid,অটল
stain,দাগ
stains,দাগ
stale,মামুলি
stalemate,অচল অবস্থা
stall,থামা
stalls,স্টল
stammer,তোত্লামি
stampede,ছত্রভঙ্গ
standstill,অচল অবস্থা
stark,ডাহা
startle,চমকানো
startling,চমকপ্রদ
startlingly,তার হ্যারির মত উজ্জ্বল
starvation,অনাহার
starve,ক্ষুধায় মারা
static,স্থির
steal,চুরি করা
stealing,চুরি
steals,স্টিলস
steep,খাড়া
stench,পূতি
stereotype,বাঁধাধরা
stereotypical,বাঁধা
stern,কঠোর
stew,ভাপে সিদ্ধ করা
sticky,আঠাল
stiff,শক্ত
stiffness,কঠিনতা
stifle,কণ্ঠরোধ করা
stifling,শ্বাসরোধকারী পরিস্থিতি তৈরি
stigma,পাংশু
stigmatize,কলঙ্কপূর্ণ করা
sting,দংশন
stinging,যন্ত্রণাদায়ক
stingy,বখিল
stink,দুর্গন্ধ
stinks,ডুবতে
stodgy,দুষ্পাচ্য
stole,উত্তরী
stolen,অপহৃত
stooge,তাবেদার
stooges,অনুগত
stormy,ঝোড়ো
straggle,পথভ্রষ্ট হত্তয়া
strain,আলিঙ্গন
strained,ছাঁকা
strange,অদ্ভুত
strangely,আশ্চর্যজনক ভাবে
stranger,নবজাতক
strangest,অদ্ভুত
strangle,শ্বাসরোধ করা
streaky,ডোরা-ডোরা
strenuous,শ্রমসাধ্য
stress,জোর
stresses,চাপ
stressful,চাপ
stricken,অভিভূত
strict,যথাযথ
strictly,যথাযথভাবে
strident,উচ্চনাদ
strife,শত্রুতা
strike,ধর্মঘট
stringent,কঠোর
stringently,কঠোর
struck,তাড়িত
struggle,সংগ্রাম
struggled,লড়াই
struggles,সংগ্রামের
struggling,সংগ্রাম
strut,ভাররক্ষা করা
stubborn,একগুঁয়ে
stubbornly,একগুঁয়েমি
stubbornness,জেদীতা
stuck,আটকে পড়া
stuffy,গুমোট
stumble,পদস্খলন
stumbled,পদস্খলিত
stumbles,হোঁচট খাওয়ার
stump,কুঁদা
stumped,তুলবেন
stumps,স্টাম্পের
stun,অচেতন করা
stunt,বাড়িতে না দেত্তয়া
stupid,মূঢ়
stupidest,ফালতু
stupidity,নির্বুদ্ধিতা
stupidly,বোকার মত
stupor,অসাড়তা
stutter,তোতলান
stuttering,তোতলামি
sty,শূকরের খোঁয়াড়
stymied,কোণঠাসা
subdued,দমিত
subjected,চলছে
subjection,পরাধীনতা
subjugate,অধীন করা
subjugation,আরতি
submissive,বিনয়ী
subordinate,অধীন
subpoena,সপিনা
subpoenas,সমন
subservience,পরাধীনতার
subservient,আজ্ঞাবহ
substandard,নিকৃষ্ট মানের
subtract,বিয়োগ করা
subversion,পরাভব
subversive,বিধ্বংসী
subvert,পরাভূত করা
succumb,মারা যাত্তয়া
suck,স্তন্যপান
sucked,চুষা
sucker,পায়ী
sue,আদালতে অভিযুক্ত করা
sued,বিরুদ্ধে মামলা দায়ের
sues,বিরুদ্ধে মামলা
suffer,ভোগা
suffered,সহ্য
sufferer,রোগী
sufferers,ক্ষতিগ্রস্থদের
suffering,সহন
suffers,ভুগছেন
suffocate,শ্বাসরোধ করা
sugarcoated,লেপা চিনি
sugarcoated,লেপা চিনি
suicidal,আত্মঘাতী
suicide,আত্মহত্যা
sulk,মুখ গোমড়া করা
sullen,অন্ধকারাচ্ছন্ন
sully,নোংরা করা
sunder,সুন্দর
sunk,নিমগ্ন
sunken,মগ্ন
superficial,পৃষ্ঠস্থ
superficiality,বহিরঙ্গ
superficially,ভাসা-ভাসাভাবে
superfluous,অতিরিক্ত
superstition,কুসংস্কার
superstitious,কুসংস্কারাচ্ছন্ন
suppress,দমন করা
suppression,চাপাচাপি
surrender,আত্মসমর্পণ
susceptible,সমর্থ
suspect,সন্দেহভাজন
suspicion,সন্দেহ
suspicions,সন্দেহের
suspicious,সন্দেহজনক
suspiciously,সন্দেহের
swagger,সদম্ভ চাল
sweaty,ঘর্মাক্ত
swelled,ফাঁপা
swelling,ফোলা
swindle,প্রতারণা
swipe,সোয়াইপ
swollen,স্ফীত
symptom,উপসর্গ
symptoms,লক্ষণ
syndrome,লক্ষণ
taboo,নিষিদ্ধ
tacky,আঠাল
taint,কলঙ্ক
tainted,দূষিত
tamper,অবৈধ প্রভাব বিস্তার করা
tangle,জট
tangled,জট
tank,ট্যাংক
tanked,পানোন্মত্ত
tanks,ট্যাঙ্ক
tantrum,দুর্বার ক্রোধ
tardy,শ্লথ
tarnish,কলঙ্কিত করা
tarnished,কলঙ্কিত
tattered,জীর্ণ
taunt,বিদ্রূপ
taunting,বিদ্রূপাত্মক
tauntingly,বিদ্রূপ
taunts,ওকে বিদ্রুপ
taut,আঁটো
tawdry,চটকদারভাবে শোভিত
taxing,কর আরোপিত
tease,আঁচড়ান
tedious,ক্লান্তিকর
tediously,হতেই tediously
temerity,হঠকারিতা
temper,মেজাজ
tempest,প্রচণ্ড ঝড়
temptation,প্রলোভন
tenderness,আবেগপ্রবণতা
tense,ক্রিয়ার কাল
tension,চিন্তা
tentative,সম্ভাব্য
tentatively,সম্ভবত
tenuous,পাতলা
tenuously,অতি সূক্ষ্মভাবে
tepid,কুসুম কুসুম গরম
terrible,ভয়ানক
terribleness,ভয়
terribly,ভয়ঙ্কর
terror,সন্ত্রাস
terrorism,সন্ত্রাসবাদ
terrorize,সন্ত্রাসিত করা
testily,খিট্খিটে করিয়া
testy,খিট্খিটে
tetchy,খিট্খিটে
thankless,অকৃতজ্ঞ
thicker,ঘন
thirst,তৃষ্ণা
thorny,কণ্টকাকীর্ণ
thoughtless,চিন্তাশূন্য
thoughtlessness,হঠকারিতা
thrash,ছেঁচা
threat,হুমকি
threaten,শাসান
threatening,শাসানি
threats,হুমকি
threesome,ত্রয়ী
throb,স্পন্দিত করা
throbbing,কম্পিত
throttle,শ্বাসনালী
thug,খুনে
thumbsdown,হতাশা
thwart,অনুপ্রস্থ
timid,ভীতু
timidity,ভীরু ভাব
tiny,অতি ক্ষুদ্র
tingled,রণিত
tingling,রণন
tired,ক্লান্ত
tiresome,ক্লান্তিকর
tiring,ক্লান্তিকর
toil,খাটুনি
toll,উপশুল্ক
topple,ডিগবাজি খাইয়া পড়া
torment,পীড়ন
tormented,নির্যাতিত
torrent,টরেন্ট
tortuous,অসরল
torture,যন্ত্রণা
tortured,নির্যাতন
tortures,নির্যাতন
torturing,অত্যাচার
torturous,নির্যাতনকে
totalitarian,সর্বগ্রাসী
touchy,অভিমানী
toughness,বলিষ্ঠতা
tout,দালাল
touted,দালালি
touts,টাউট
toxic,বিষ
traduce,কলঙ্ক রটান
tragedy,দুঃখজনক ঘটনা
tragic,মৃতু্যঘটিত
tragically,ঘটনাবহুল
traitor,বিশ্বাসঘাতক
traitorous,বিশ্বাসঘাতকতাপূর্ণ
tramp,পদব্রজে ভ্রমণ
trample,দৃঢ়ভাবে আচরণ করা
transgress,অতিক্রম করা
transgression,পাপ
trap,ফাঁদ
trapped,আটকা পড়ে
trash,আবর্জনা
trashed,ট্র্যাশ
trashy,বাজে
trauma,মানসিক আঘাত
traumatic,আঘাতমূলক
traumatize,আঘাত করা
traumatized,মানসিকভাবে আঘাত
travesty,হাস্যকর অনুকরণ
treacherous,বিশ্বাসঘাতক
treacherously,বিশ্বাসঘাতকতা
treachery,বিশ্বাসঘাতকতা
treason,বিশ্বাসঘাতকতা
treasonous,রাষ্ট্রদ্রোহমূলক
trick,কৌতুক
tricked,প্রতারিত
trickery,কপট
tricky,চতুর
trivial,নগণ্য
trouble,কষ্ট
troubled,অস্থির
troublemaker,যে ব্যক্তি উত্তেজনা সৃষ্টি করে
troubles,যন্ত্রণার
troublesome,বিরক্তিজনক
troubling,সমস্যাগ্রস্থ
truant,যে ব্যক্তি কর্মস্থল হইতে পালায়
tumble,দড়াবাজি করা
tumbles,টাম্বেলস
tumultuous,আবেগপূর্ণ
turbulent,অবাধ্য
turmoil,অশান্তি
twist,সুতা
twisted,পাকান
twists,ওঠা পড়ার
twofaces,দুই মুখ
tyrannical,অত্যাচারী
tyrannically,স্বৈরাচারী
tyranny,স্বৈরশাসন
tyrant,অত্যাচারী
ugh,বিতৃষ্ণা
ugliest,কুৎসিত
ugliness,কদর্যতা
ugly,অরুপ
ulterior,ভবিষ্য
ultimatum,চরমপত্র
unable,অক্ষম
unacceptable,অগ্রহণীয়
unacceptably,অপ্রত্যাশিতভাবে
unaccustomed,অনভ্যস্ত
unaffordable,সামর্থের বাইরে
unappealing,মর্মস্পর্শী নয় এমন
unattractive,অনাকর্ষণীয়
unauthentic,অপ্রামাণিক
unavailable,অপ্রাপ্য
unavoidably,অনিবার্য
unbearable,অসহ্য
unbelievable,অবিশ্বাস্য
unbelievably,অবিশ্বাস্য
uncertain,অনিশ্চিত
uncivil,অভদ্র
uncivilized,অসভ্য
unclean,অপবিত্র
unclear,অস্পষ্ট
uncomfortable,অস্বচ্ছন্দ
uncomfortably,অস্বচ্ছন্দভাবে
uncompromising,অদম্য
uncompromisingly,আপোষহীন
unconfirmed,অসমর্থিত
unconstitutional,নিয়মতন্ত্রবিরোধী
uncontrolled,অবশ
unconvincing,আস্থা রাখতে পারেনি
uncooperative,অসহযোগী
uncouth,অপরিচিত
undecided,অমীমাংসিত
undefined,অনির্দিষ্ট
undercut,অল্পাহার
underdog,নিয়ত লাঁজিত ব্যক্তি
underestimate,অবমূল্যায়ন
undermine,অধোদেশ খনন করা
undermined,কমিয়ে
undermines,চলছে
underpaid,এখনও কম মজুরী
undersized,খর্বাকৃতির
undesirable,অকাম্য
undetermined,অনির্ধারিত
undid,ফেরানো হয়েছে
undignified,অসম্ভ্রান্ত
undocumented,অনথিভুক্ত
undone,অসম্পন্ন
undue,অযৌক্তিক
unease,অস্বস্তি
uneasily,অস্বচ্ছন্দভাবে
uneasiness,অস্বস্তি
uneasy,অস্থির
uneconomical,প্রয়োজনাতিরিক্ত
unemployed,বেকার
unequal,অসম
unethical,অনৈতিক
uneven,অমসৃণ
uneventful,উল্লেখযোগ্য ঘটনাহীন
unexpected,অপ্রত্যাশিত
unexpectedly,অপ্রত্যাশিতভাবে
unexplained,অব্যাখ্যাত
unfairly,অন্যায়ভাবে
unfaithful,অবিশ্বস্ত
unfaithfully,গোপন
unfamiliar,অপরিচিত
unfavorable,প্রতিকূল
unfeeling,অনুভূতিহীন
unfinished,অসমাপ্ত
unfit,অযোগ্য
unforeseen,অভাবিত
unforgiving,ক্ষমাহীন
unfortunate,দুর্ভাগা
unfortunately,দুর্ভাগ্যবশত
unfounded,ভিত্তিহীন
unfriendly,অনাত্মীয়
unfulfilled,অপরিটুষ্ত
unfunded,অনিহিত
ungovernable,অশাসনীয়
ungrateful,অকৃতজ্ঞ
unhappily,অসুখী
unhappiness,অসুখ
unhappy,অসুখী
unhealthy,অস্বাস্থ্যকর
unhelpful,অকেজো
unimaginable,অকল্পনীয়
unimportant,গুরুত্বহীন
uninformed,অজ্ঞ
uninsured,ইনশিওরেন্স
unintelligible,অপাচ্য
unipolar,ইউনিপোলার
unjust,অন্যায্য
unjustifiable,অসমর্থনীয়
unjustifiably,অসমর্থনীয়রূপে
unjustified,অহেতুক
unjustly,অযথা
unkind,ক্ষমাহীন
unkindly,নির্দয়
unknown,অজানা
unlawful,বেআইনী
unlawfully,অবৈধভাবে
unleash,ছাড়িয়া দেত্তয়া
unlicensed,অনধিকার
unlikely,অসম্ভাব্য
unlucky,হতভাগ্য
unmoved,অবিচল
unnatural,অপ্রাকৃত
unnaturally,চরম নিষ্ঠুরভাবে
unnecessary,অপ্রয়োজনীয়
unneeded,অপ্রয়োজনীয়
unnerve,সাহসশূন্য বলশূন্য করা
unnerved,বিচলিত
unnerving,সাহসশূন্য
unnoticed,অলক্ষিত
unobserved,অলক্ষিত
unorthodox,প্রচলিত নিয়মানুযায়ী নহে এমন
unpleasant,অপ্রীতিকর
unpopular,জনসাধারণের অপ্রি়
unpredictable,অনিশ্চিত
unprepared,অপ্রস্তুত
unproductive,অফলা
unprofitable,লাভহীন
unproved,অপ্রমাণিত
unproven,অপ্রমাণিত
unqualified,অযোগ্য
unravel,পাক খুলা
unraveled,উন্মোচন
unreachable,অনধিগম্য
unreadable,অপাঠ্য
unrealistic,অবাস্তব
unreasonable,অযৌক্তিক
unreasonably,নাহক
unrelenting,অকরূণ
unreliability,অবিশ্বস্ততা
unreliable,অবিশ্বস্ত
unresolved,অমীমাংসিত
unresponsive,ক্ষমাহীন
unrest,অশান্তি
unruly,অবশ
unsafe,বিপজ্জনক
unsatisfactory,অসন্তোষজনক
unsavory,বিস্বাদ
unscrupulous,বিবেকবর্জিত
unsecure,অনিরাপদ
unseemly,অনুচিত
unsettle,অতিষ্ঠ করা
unsettled,অরাজক
unsettling,স্থানান্তর
unskilled,অদক্ষ
unsophisticated,অকৃত্রিম
unsound,ক্রটিপূর্ণ
unspeakable,অনির্বচনীয়
unspecified,অসূচিত
unstable,অস্থিতিশীল
unsteadiness,অনবস্থা
unsteady,অস্থির
unsuccessful,ব্যার্থ
unsuccessfully,অসফল
unsupported,অসমর্থিত
unsupportive,অসমর্থিত
unsure,অবিশ্বাস্য
unsuspecting,অসন্দিগ্ধচরিত্র
unsustainable,অস্থিতিশীল
untenable,অসমর্থনীয়
untested,অপরীক্ষিত
unthinkable,অভাবনীয়
untimely,অসময়ে
untouched,অস্পৃষ্ট
untrue,অসত্য
untrustworthy,অবিশ্বাসযোগ্য
untruthful,মিথ্যাবাদী
unusable,অব্যবহারযোগ্য
unusual,অস্বাভাবিক
unusually,অসাধারণভাবে
unwanted,অনাবশ্যক
unwarranted,অন্যায্য
unwatchable,অদর্শনযোগ্য
unwelcome,অনভিপ্রেত
unwell,অসুস্থ
unwieldy,জবরজং
unwilling,অনিচ্ছুক
unwillingly,অনিচ্ছায়
unwillingness,অনিচ্ছা
unwise,মূর্খতাপূর্ণ
unwisely,মূর্খতাপূর্ণভাবে
unworkable,অকার্যকর
unworthy,অযোগ্য
unyielding,অনমনীয়
upbraid,ভর্ত্সনা করা
upheaval,উত্ক্ষেপ
uprising,বিদ্রোহ
uproar,চিল্লাচিল্লি
uproarious,উচ্চ চিত্কারপূর্ণ
uproot,উপড়াইয়া ফেলা
upset,মর্মাহত
upsets,বিব্রত করে
upsetting,বিপর্যস্ত
urgent,জরুরী
useless,বেহুদা
usurp,অন্যায়রূপে অধিকার করা
usurper,দখলদার
utterly,একদম
vagrant,ভবঘুরে
vague,অস্পষ্ট
vagueness,অনিশ্চয়
vain,নিরর্থক
vainly,ব্যর্থ
vanity,অসারত্ব
vehement,প্রচণ্ড
vehemently,তীব্রভাবে
vengeance,প্রতিহিংসা
vengeful,প্রতিহিংসাপরায়ণ
venom,বিষ
venomous,বিদ্বেষপূর্ণ
vent,উচ্চারণ
vestiges,অবশেষসমূহ
vex,উত্ত্যক্ত করা
vexation,বিক্ষোভ
vexing,অসন্তোষজনক
vibrate,কাম্পান
vibrated,আন্দোলিত
vibrates,কম্পন না
vibrating,স্পন্দিত
vibration,কম্পন
vice,ভাইস
vicious,দুশ্চরিত্র
viciously,ভয়ঙ্কর
viciousness,বদমেজাজ
victimize,বলি দেত্তয়া
vile,নীচ
vileness,নিকৃষ্টতা
vilify,নিন্দা করা
villainous,দুর্বৃত্ত
villainously,বদমাইশি
villains,ভিলেন
vindictive,প্রতিহিংসাপরায়ণ
vindictiveness,প্রতিহিংসাপরায়ণতা
violate,লঙ্ঘন করা
violation,ভঙ্গ
violator,বলাত্কারী
violators,লঙ্ঘনকারী
violent,হিংসাত্মক
violently,আবেগপূর্নভাবে
viper,সর্প
virulence,অত্যধিক তীব্রতা
virulent,অত্যন্ত ক্ষতিকর
virus,দুষ্ট
vociferous,সমুচ্চ
volatile,উদ্বায়ী
volatility,অবিশ্বাস
vomit,বমি
vomited,বমি
vomiting,বমি
vomits,বমি
vulgar,অভদ্র
vulnerable,জেয়
wail,দু: খপ্রকাশ
wallow,অধ: পতন
wane,ক্ষয়
waning,ক্ষীয়মাণ
wanton,অসচ্চরিত্র
warlike,সামরিক
warily,সতর্কভাবে
wariness,সচেতনতা
warlike,সামরিক
warned,সতর্ক
warning,সাবধানবাণী
warp,টানা
wary,সতর্ক
waste,অপব্যয়
wasted,বরবাদ
wasteful,অযথা
wasting,নাশক
waterdown,তরল করা
wayward,নিরঙ্কুশ
weak,দুর্বল
weaken,দুর্বল করা
weakening,বলক্ষয়কর
weaker,দুর্বল
weakness,দুর্বলতা
weaknesses,দুর্বলতা
weariness,শ্রান্তি
wearisome,ক্লান্তিকর
weary,ক্লান্ত
wedge,কীলক
weed,গাঁজা
weep,রোদন
weird,অদ্ভুত
wheedle,প্রতারিত করা
whimper,ঘ্যানঘ্যান
whine,ঘেনঘেন
whining,ঘেঙানি
whiny,ক্রন্দনরত
whips,চাবুক
whore,বেশ্যা
whores,বেশ্যা
wicked,দুর্নীতিপরায়ণ
wickedly,অন্যায়
wickedness,পাপা
wild,বন্য
wildly,দুর্দান্তভাবে
wiles,ফুসলান
wilt,তাজা ভাব হারান
wily,কূটবুদ্ধি
wince,সঙ্কুচিত হত্তয়া
wobble,কমি্পত হত্তয়া
wobbled,কেঁপেছে
woe,দুর্ভাগ্য
woebegone,আর্ত
woeful,শোচনীয়
woefully,শোচনীয়ভাবে
womanizer,অসচ্চরিত্র ব্যক্তি
worn,ধৃত
worried,চিন্তিত
worries,উদ্বেগ
worrisome,ঝামেলাপূর্ণ
worry,চিন্তা
worrying,উদ্বেজক
worse,খারাপ
worsen,খারাপ করা
worsening,খারাপ
worst,খারাপ
worthless,অখাদ্য
worthlessness,অপদার্থতা
wound,ক্ষত
wounds,ঘা
wrangle,ঝগড়া করা
wrath,ক্রোধ
wreak,প্রতিহিংসা গ্রহণ করা
wreck,ধ্বংস
wrest,ছিনান
wrestle,মল্লযুদ্ধ
wretch,নরাধম
wretched,হতভাগ্য
wretchedly,দীনভাবে
wretchedness,হীনাবস্থা
wrinkle,বলি
wrinkled,বলিচিহ্নিত
wrinkles,বলি
writhe,পাক দেত্তয়া
wrong,ভুল
wrongful,অন্যায়
wrongly,ভুলভাবে
wrought,পেটা
yawn,হাই তোলা
zap,হত্যা করা
zealot,ধর্মান্ধ
zealous,প্রবল উদ্দীপনাপূর্ণ
zealously,সোত্সাহে
zombie,বোকচন্দর
